Node-Id,Node-Title,authorityCentrality-1-Meta Network,authorityCentrality-1-Meta Network-unscaled,authorityCentrality-2-Meta Network,authorityCentrality-2-Meta Network-unscaled,betweennessCentrality-1-Meta Network,betweennessCentrality-1-Meta Network-unscaled,betweennessCentrality-2-Meta Network,betweennessCentrality-2-Meta Network-unscaled,betweennessCentrality-3-Meta Network,betweennessCentrality-3-Meta Network-unscaled,bonacichPowerCentrality-1-Meta Network,bonacichPowerCentrality-1-Meta Network-unscaled,bonacichPowerCentrality-2-Meta Network,bonacichPowerCentrality-2-Meta Network-unscaled,closenessCentrality-1-Meta Network,closenessCentrality-1-Meta Network-unscaled,closenessCentrality-2-Meta Network,closenessCentrality-2-Meta Network-unscaled,closenessCentrality-3-Meta Network,closenessCentrality-3-Meta Network-unscaled,contributionCentrality-1-Meta Network,contributionCentrality-1-Meta Network-unscaled,contributionCentrality-2-Meta Network,contributionCentrality-2-Meta Network-unscaled,eccentricityCentrality-1-Meta Network,eccentricityCentrality-2-Meta Network,eccentricityCentrality-3-Meta Network,egoBetweennessCentrality-1-Meta Network,egoBetweennessCentrality-2-Meta Network,eigenvectorCentrality-1-Meta Network,eigenvectorCentrality-1-Meta Network-unscaled,eigenvectorCentrality-2-Meta Network,eigenvectorCentrality-2-Meta Network-unscaled,exponentialRankCentrality-1-Meta Network,exponentialRankCentrality-1-Meta Network-unscaled,exponentialRankCentrality-2-Meta Network,exponentialRankCentrality-2-Meta Network-unscaled,hubCentrality-1-Meta Network,hubCentrality-1-Meta Network-unscaled,hubCentrality-2-Meta Network,hubCentrality-2-Meta Network-unscaled,inClosenessCentrality-1-Meta Network,inClosenessCentrality-1-Meta Network-unscaled,inClosenessCentrality-2-Meta Network,inClosenessCentrality-2-Meta Network-unscaled,inClosenessCentrality-3-Meta Network,inClosenessCentrality-3-Meta Network-unscaled,inDegreeCentrality-1-Meta Network,inDegreeCentrality-1-Meta Network-unscaled,inDegreeCentrality-2-Meta Network,inDegreeCentrality-2-Meta Network-unscaled,inDegreeCentrality-3-Meta Network,inDegreeCentrality-3-Meta Network-unscaled,inDegreeCentrality-4-Meta Network,inDegreeCentrality-4-Meta Network-unscaled,inInverseClosenessCentrality-1-Meta Network,inInverseClosenessCentrality-1-Meta Network-unscaled,inInverseClosenessCentrality-2-Meta Network,inInverseClosenessCentrality-2-Meta Network-unscaled,inInverseClosenessCentrality-3-Meta Network,inInverseClosenessCentrality-3-Meta Network-unscaled,informationCentrality-1-Meta Network,informationCentrality-1-Meta Network-unscaled,inverseClosenessCentrality-1-Meta Network,inverseClosenessCentrality-1-Meta Network-unscaled,inverseClosenessCentrality-2-Meta Network,inverseClosenessCentrality-2-Meta Network-unscaled,inverseClosenessCentrality-3-Meta Network,inverseClosenessCentrality-3-Meta Network-unscaled,katzCentrality-1-Meta Network,katzCentrality-1-Meta Network-unscaled,katzCentrality-2-Meta Network,katzCentrality-2-Meta Network-unscaled,outDegreeCentrality-1-Meta Network,outDegreeCentrality-1-Meta Network-unscaled,outDegreeCentrality-2-Meta Network,outDegreeCentrality-2-Meta Network-unscaled,outDegreeCentrality-3-Meta Network,outDegreeCentrality-3-Meta Network-unscaled,outDegreeCentrality-4-Meta Network,outDegreeCentrality-4-Meta Network-unscaled,pageRankCentrality-1-Meta Network,pageRankCentrality-2-Meta Network,potentialBoundarySpanner-1-Meta Network,potentialBoundarySpanner-2-Meta Network,radialityCentrality-1-Meta Network,radialityCentrality-1-Meta Network-unscaled,radialityCentrality-2-Meta Network,radialityCentrality-2-Meta Network-unscaled,radialityCentrality-3-Meta Network,radialityCentrality-3-Meta Network-unscaled,totalDegreeCentrality-1-Meta Network,totalDegreeCentrality-1-Meta Network-unscaled,totalDegreeCentrality-2-Meta Network,totalDegreeCentrality-2-Meta Network-unscaled,totalDegreeCentrality-3-Meta Network,totalDegreeCentrality-3-Meta Network-unscaled,totalDegreeCentrality-4-Meta Network,totalDegreeCentrality-4-Meta Network-unscaled,
384,384,0,0,0,0,0,1,0,1,2.371e-05,193.223,1.456e-06,0.002,0,1.899e-04,2.477e-04,0,2.477e-04,0,2.549e-06,0,1.014e-04,7.173e-05,0,0,1,1,8,0.083,0.467,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,4.953e-04,2,4.953e-04,2,1.899e-06,8,0.001,6,0.004,14.486,0.004,14.486,0.218,878.377,1.161e-04,1.465,4.953e-04,2,4.953e-04,2,0.218,878.376,0.005,0.006,1.350e-04,1.899e-04,4.953e-04,2,4.953e-04,2,1.899e-06,8,0.001,6,5.969e-05,1.818e-06,1.448e-06,1.953e-04,4.953e-04,8076,4.953e-04,8076,0.907,15426806784.000,4.953e-04,4,4.953e-04,4,1.899e-06,8,0.001,6,
385,385,0,0,0,0,0,0.125,0,0.125,9.694e-05,790.117,5.448e-06,0.006,0,0.005,0.001,0,0.001,0,2.549e-06,0,5.573e-04,3.941e-04,0,0,7,7,7,0.018,0.256,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,4.953e-04,2,4.953e-04,2,4.415e-05,186,0.019,78,0.004,14.986,0.004,14.986,0.269,1087.989,2.268e-04,2.863,0.207,836.902,0.207,836.902,0.269,1087.988,0.005,0.006,0.003,0.005,0.001,6,0.001,6,4.415e-05,186,0.019,78,5.747e-05,4.172e-05,0,3.435e-05,0.798,13004114,0.798,13004114,0.907,15426809856.000,9.906e-04,8,9.906e-04,8,4.415e-05,186,0.019,78,
386,386,0,0,0,0,0,0,0,0,7.450e-06,60.721,1.456e-06,0.002,0,2.587e-04,2.478e-04,0,2.478e-04,0,2.549e-06,0,9.622e-05,6.804e-05,0,0,2,2,8,0,0.005,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,2.476e-04,1,2.476e-04,1,2.611e-06,11,0.002,9,0.003,13.486,0.003,13.486,0.212,856.046,1.160e-04,1.465,6.191e-04,2.500,6.191e-04,2.500,0.212,856.045,0.003,0.003,1.840e-04,2.587e-04,4.953e-04,2,4.953e-04,2,2.611e-06,11,0.002,9,5.686e-05,2.847e-06,0,4.464e-05,7.429e-04,12113,7.429e-04,12113,0.907,15426806784.000,3.715e-04,3,3.715e-04,3,2.611e-06,11,0.002,9,
387,387,0,0,0,0,4.108e-04,6696.588,4.108e-04,6696.588,1.399e-04,1140.193,2.466e-05,0.029,0,0.025,0.001,0,0.001,0,2.549e-06,0,7.807e-04,5.521e-04,1.451e-06,0,7,7,7,0.030,0.005,7.546e-06,5.336e-06,0,0,0.512,2.368e-04,0.993,2.476e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,0.001,6,0.001,6,2.450e-04,1032,0.034,136,0.006,24.569,0.006,24.569,0.280,1130.622,3.667e-04,4.630,0.237,958.879,0.237,958.879,0.280,1130.621,0.015,0.019,0.018,0.025,0.007,30,0.007,30,2.450e-04,1032,0.034,136,1.738e-04,2.309e-04,0.001,8.934e-06,0.815,13287727,0.815,13287727,0.907,15426809856.000,0.004,36,0.004,36,2.450e-04,1032,0.034,136,
388,388,0,0,0,0,3.343e-06,54.488,3.343e-06,54.488,2.222e-05,181.148,2.554e-05,0.030,0,0.025,0.001,0,0.001,0,2.549e-06,0,0.001,8.648e-04,1.687e-06,1.193e-06,7,7,7,0.015,0.005,2.193e-06,1.550e-06,0,0,0.513,2.374e-04,0.993,2.476e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,0.002,7,0.002,7,2.424e-04,1021,0.037,148,0.006,24.069,0.006,24.069,0.255,1028.039,3.685e-04,4.653,0.230,928.586,0.230,928.586,0.255,1028.038,0.018,0.023,0.018,0.025,0.008,31,0.008,31,2.424e-04,1021,0.037,148,6.170e-05,2.282e-04,8.304e-06,1.435e-06,0.812,13242918,0.812,13242918,0.907,15426808832.000,0.005,38,0.005,38,2.424e-04,1021,0.037,148,
390,390,0,0,0,0,0,0.358,0,0.358,4.515e-04,3679.745,2.460e-06,0.003,0,0.002,0.001,0,0.001,0,2.549e-06,0,3.382e-04,2.392e-04,0,0,8,8,7,0.033,0.465,0,0,0,0,0.509,2.352e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,7.429e-04,3,7.429e-04,3,1.804e-05,76,0.015,62,0.005,22.069,0.005,22.069,0.284,1147.420,1.535e-04,1.938,0.189,764.257,0.189,764.257,0.284,1147.419,0.008,0.010,0.001,0.002,7.429e-04,3,7.429e-04,3,1.804e-05,76,0.015,62,5.828e-05,1.713e-05,0,3.915e-04,0.786,12821890,0.786,12821890,0.907,15426809856.000,7.429e-04,6,7.429e-04,6,1.804e-05,76,0.015,62,
391,391,0,0,0,0,6.518e-05,1062.592,6.518e-05,1062.592,9.160e-05,746.614,4.315e-05,0.051,0,0.044,0.001,0,0.001,0,2.549e-06,0,0.002,0.001,3.603e-06,2.548e-06,7,7,7,0.013,0.007,1.365e-05,9.654e-06,0,0,0.516,2.385e-04,0.993,2.476e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,0.002,9,0.002,9,4.251e-04,1791,0.046,184,0.007,26.986,0.007,26.986,0.267,1079.922,3.923e-04,4.953,0.264,1067.252,0.264,1067.252,0.267,1079.921,0.023,0.029,0.031,0.044,0.013,52,0.013,52,4.251e-04,1791,0.046,184,6.661e-05,4.006e-04,1.009e-04,3.371e-06,0.813,13248834,0.813,13248834,0.907,15426808832.000,0.008,61,0.008,61,4.251e-04,1791,0.046,184,
392,392,0,0,0,0,0,3.296,0,3.296,2.558e-05,208.505,2.982e-05,0.035,0,0.033,0.001,0,0.001,0,2.549e-06,0,0.001,8.258e-04,2.341e-06,1.655e-06,7,7,7,0.004,0.002,7.482e-06,5.291e-06,0,0,0.508,2.351e-04,0.993,2.476e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,7.429e-04,3,7.429e-04,3,3.183e-04,1341,0.035,142,0.005,19.652,0.005,19.652,0.257,1036.272,3.764e-04,4.752,0.248,1000.969,0.248,1000.969,0.257,1036.271,0.008,0.010,0.023,0.033,0.009,36,0.009,36,3.183e-04,1341,0.035,142,5.854e-05,3.005e-04,0,1.257e-06,0.812,13247797,0.812,13247797,0.907,15426808832.000,0.005,39,0.005,39,3.183e-04,1341,0.035,142,
394,394,0,0,0,0,8.433e-06,137.472,8.433e-06,137.472,0.003,20470.293,2.279e-05,0.027,0,0.022,0.001,0,0.001,0,2.549e-06,0,0.001,8.778e-04,2.301e-06,1.627e-06,7,7,7,0.033,0.051,2.120e-06,1.499e-06,0,0,0.515,2.379e-04,0.993,2.476e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.002,8,0.002,8,2.136e-04,900,0.036,145,0.007,27.486,0.007,27.486,0.305,1230.220,3.627e-04,4.579,0.214,865.145,0.214,865.145,0.305,1230.219,0.021,0.026,0.016,0.022,0.007,28,0.007,28,2.136e-04,900,0.036,145,6.546e-05,2.010e-04,2.211e-05,1.839e-04,0.812,13242199,0.812,13242199,0.907,15426810880.000,0.004,36,0.004,36,2.136e-04,900,0.036,145,
395,395,0,0,0,0,3.264e-05,532.111,3.264e-05,532.111,2.292e-04,1868.132,5.612e-05,0.066,0,0.049,0.001,0,0.001,0,2.549e-06,0,0.002,0.001,3.214e-06,2.273e-06,7,7,7,0.012,0.036,9.360e-06,6.619e-06,0,0,0.515,2.379e-04,0.993,2.476e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,0.002,8,0.002,8,4.793e-04,2019,0.049,196,0.007,26.319,0.007,26.319,0.257,1037.391,4.017e-04,5.072,0.258,1040.219,0.258,1040.219,0.257,1037.391,0.021,0.026,0.035,0.049,0.017,69,0.017,69,4.793e-04,2019,0.049,196,6.893e-05,4.497e-04,4.002e-05,7.482e-06,0.813,13256050,0.813,13256050,0.907,15426808832.000,0.010,77,0.010,77,4.793e-04,2019,0.049,196,
396,396,0,0,0,0,2.657e-06,43.319,2.657e-06,43.319,1.769e-04,1441.828,1.532e-05,0.018,0,0.011,0.001,0,0.001,0,2.549e-06,0,3.785e-04,2.676e-04,0,0,8,8,7,0.025,0.018,0,0,0,0,0.513,2.374e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,0.002,7,0.002,7,1.090e-04,459,0.029,118,0.006,23.902,0.006,23.902,0.275,1111.172,3.405e-04,4.298,0.198,799.607,0.198,799.607,0.275,1111.171,0.018,0.022,0.008,0.011,0.005,20,0.005,20,1.090e-04,459,0.029,118,6.950e-05,1.017e-04,9.291e-06,2.540e-05,0.797,12987490,0.797,12987490,0.907,15426809856.000,0.003,27,0.003,27,1.090e-04,459,0.029,118,
397,397,0,0,0,0,8.335e-05,1358.642,8.335e-05,1358.642,2.697e-05,219.829,2.921e-05,0.034,0,0.020,0.001,0,0.001,0,2.549e-06,0,9.393e-04,6.642e-04,1.319e-06,0,7,7,7,0.077,0.007,7.408e-06,5.238e-06,0,0,0.517,2.391e-04,0.993,2.476e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.002,10,0.002,10,1.973e-04,831,0.038,154,0.007,28.569,0.007,28.569,0.251,1013.656,3.777e-04,4.769,0.237,957.669,0.237,957.669,0.251,1013.655,0.026,0.032,0.014,0.020,0.009,37,0.009,37,1.973e-04,831,0.038,154,7.373e-05,1.837e-04,1.674e-04,2.139e-06,0.812,13239194,0.812,13239194,0.907,15426808832.000,0.006,47,0.006,47,1.973e-04,831,0.038,154,
398,398,0,0,0,0,1.747e-05,284.724,1.747e-05,284.724,9.549e-06,77.828,2.191e-05,0.026,0,0.020,0.001,0,0.001,0,2.549e-06,0,0.001,8.587e-04,1.776e-06,1.256e-06,7,7,7,0.015,0.006,1.463e-06,0,0,0,0.512,2.368e-04,0.993,2.476e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.001,6,0.001,6,1.954e-04,823,0.029,118,0.007,27.736,0.007,27.736,0.245,988.542,3.605e-04,4.551,0.222,898.043,0.222,898.043,0.245,988.540,0.015,0.019,0.014,0.020,0.007,27,0.007,27,1.954e-04,823,0.029,118,6.916e-05,1.833e-04,4.996e-05,0,0.811,13230999,0.811,13230999,0.907,15426808832.000,0.004,33,0.004,33,1.954e-04,823,0.029,118,
400,400,0,0,0,0,5.640e-05,919.405,5.640e-05,919.405,7.698e-05,627.412,5.095e-05,0.060,0,0.048,0.001,0,0.001,0,2.549e-06,0,0.002,0.002,4.770e-06,3.373e-06,7,7,7,0.013,0.007,9.347e-06,6.610e-06,0,0,0.518,2.397e-04,0.993,2.476e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.003,11,0.003,11,4.719e-04,1988,0.043,173,0.008,31.986,0.008,31.986,0.261,1054.922,3.984e-04,5.030,0.264,1066.419,0.264,1066.419,0.261,1054.921,0.028,0.036,0.034,0.048,0.015,62,0.015,62,4.719e-04,1988,0.043,173,7.315e-05,4.434e-04,7.294e-05,2.552e-06,0.812,13236720,0.812,13236720,0.907,15426808832.000,0.009,73,0.009,73,4.719e-04,1988,0.043,173,
401,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476e-04,0,2.476e-04,0,0,0,9.542e-05,6.747e-05,0,0,0,0,0,0,0,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,4.953e-04,2,4.953e-04,2,0,0,0,0,0.004,14.486,0.004,14.486,0,0,0,0,0,0,0,0,0,0,0.005,0.006,0,0,0,0,0,0,0,0,0,0,8.521e-05,0,0,0,0,0,0,0,0,0,2.476e-04,2,2.476e-04,2,0,0,0,0,
402,402,0,0,0,0,4.002e-05,652.352,4.002e-05,652.352,4.443e-05,362.163,3.619e-05,0.042,0,0.037,0.001,0,0.001,0,2.549e-06,0,0.001,9.004e-04,2.396e-06,1.694e-06,7,7,7,0.019,0.003,1.384e-05,9.788e-06,0,0,0.519,2.402e-04,0.993,2.476e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.003,12,0.003,12,3.672e-04,1547,0.041,166,0.008,31.819,0.008,31.819,0.258,1040.789,3.866e-04,4.880,0.243,979.679,0.243,979.679,0.258,1040.788,0.031,0.039,0.027,0.037,0.011,45,0.011,45,3.672e-04,1547,0.041,166,7.311e-05,3.462e-04,6.628e-05,1.893e-06,0.811,13227402,0.811,13227402,0.907,15426808832.000,0.007,57,0.007,57,3.672e-04,1547,0.041,166,
403,403,0,0,0,0,1.395e-05,227.456,1.395e-05,227.456,1.583e-04,1290.557,1.010e-05,0.012,0,0.009,0.001,0,0.001,0,2.549e-06,0,3.179e-04,2.248e-04,0,0,7,7,7,0.041,0.018,0,0,0,0,0.513,2.374e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,0.002,7,0.002,7,9.376e-05,395,0.029,116,0.006,23.686,0.006,23.686,0.280,1130.789,3.052e-04,3.852,0.194,784.712,0.194,784.712,0.280,1130.788,0.018,0.022,0.007,0.009,0.003,13,0.003,13,9.376e-05,395,0.029,116,7.574e-05,8.837e-05,6.586e-05,2.642e-05,0.788,12854358,0.788,12854358,0.907,15426809856.000,0.002,20,0.002,20,9.376e-05,395,0.029,116,
404,404,0,0,0,0,5.884e-05,959.174,5.884e-05,959.174,1.540e-04,1255.468,3.258e-05,0.038,0,0.029,0.001,0,0.001,0,2.549e-06,0,0.002,0.001,2.459e-06,1.739e-06,6,6,7,0.025,0.006,7.474e-06,5.285e-06,0,0,0.518,2.396e-04,0.993,2.476e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.003,11,0.003,11,2.863e-04,1206,0.034,138,0.008,31.736,0.008,31.736,0.279,1126.289,3.814e-04,4.815,0.247,996.383,0.247,996.383,0.279,1126.288,0.028,0.035,0.021,0.029,0.010,40,0.010,40,2.863e-04,1206,0.034,138,7.535e-05,2.685e-04,1.089e-04,8.418e-06,0.811,13227996,0.811,13227996,0.907,15426809856.000,0.006,51,0.006,51,2.863e-04,1206,0.034,138,
405,405,0,0,0,0,2.634e-05,429.376,2.634e-05,429.376,1.943e-04,1583.469,5.634e-06,0.007,0,0.005,0.001,0,0.001,0,2.549e-06,0,4.329e-04,3.061e-04,0,0,7,7,7,0.086,0.045,1.081e-05,7.643e-06,0,0,0.510,2.357e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,9.906e-04,4,9.906e-04,4,4.937e-05,208,0.030,123,0.006,22.402,0.006,22.402,0.264,1065.941,2.434e-04,3.072,0.214,862.612,0.214,862.612,0.264,1065.940,0.010,0.013,0.004,0.005,0.002,7,0.002,7,4.937e-05,208,0.030,123,6.344e-05,4.674e-05,2.260e-04,6.156e-05,0.796,12980330,0.796,12980330,0.907,15426808832.000,0.001,11,0.001,11,4.937e-05,208,0.030,123,
406,406,0,0,0,0,6.978e-06,113.744,6.978e-06,113.744,7.450e-06,60.721,1.479e-06,0.002,0,2.587e-04,0.001,0,0.001,0,2.549e-06,0,1.056e-04,7.467e-05,0,0,9,9,8,0.167,0.005,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,4.953e-04,2,4.953e-04,2,2.611e-06,11,0.002,9,0.005,21.102,0.005,21.102,0.212,856.046,1.161e-04,1.465,0.133,536.278,0.133,536.278,0.212,856.045,0.005,0.006,1.840e-04,2.587e-04,4.953e-04,2,4.953e-04,2,2.611e-06,11,0.002,9,6.263e-05,2.847e-06,1.647e-04,4.464e-05,0.786,12820254,0.786,12820254,0.907,15426806784.000,4.953e-04,4,4.953e-04,4,2.611e-06,11,0.002,9,
407,407,0,0,0,0,0,10.359,0,10.359,2.492e-04,2030.965,9.182e-06,0.011,0,0.006,0.001,0,0.001,0,2.549e-06,0,2.425e-04,1.715e-04,0,0,8,8,7,0.043,0.044,5.792e-06,4.095e-06,0,0,0.508,2.351e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,7.429e-04,3,7.429e-04,3,5.792e-05,244,0.028,115,0.004,15.986,0.004,15.986,0.284,1145.255,2.978e-04,3.759,0.209,844.517,0.209,844.517,0.284,1145.255,0.008,0.010,0.004,0.006,0.003,12,0.003,12,5.792e-05,244,0.028,115,6.243e-05,5.389e-05,3.999e-06,6.731e-05,0.796,12971967,0.796,12971967,0.907,15426809856.000,0.002,15,0.002,15,5.792e-05,244,0.028,115,
408,408,0,0,0,0,2.004e-04,3265.999,2.004e-04,3265.999,2.403e-05,195.899,3.388e-05,0.040,0,0.031,0.001,0,0.001,0,2.549e-06,0,0.002,0.001,2.439e-06,1.725e-06,6,6,7,0.033,0.004,7.875e-06,5.569e-06,0,0,0.522,2.413e-04,0.993,2.476e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.003,14,0.003,14,3.046e-04,1283,0.033,133,0.009,34.986,0.009,34.986,0.249,1003.975,3.826e-04,4.829,0.248,1001.967,0.248,1001.967,0.249,1003.974,0.036,0.045,0.022,0.031,0.010,41,0.010,41,3.046e-04,1283,0.033,133,9.705e-05,2.860e-04,3.439e-04,1.235e-06,0.811,13219988,0.811,13219988,0.907,15426808832.000,0.007,55,0.007,55,3.046e-04,1283,0.033,133,
409,409,0,0,0,0,6.030e-06,98.290,6.030e-06,98.290,7.794e-06,63.523,1.943e-05,0.023,0,0.020,0.001,0,0.001,0,2.549e-06,0,0.001,8.992e-04,1.566e-06,0,7,7,8,0.017,0.010,1.574e-06,0,0,0,0.517,2.391e-04,0.993,2.476e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.002,10,0.002,10,1.913e-04,806,0.032,128,0.008,32.402,0.008,32.402,0.235,950.868,3.531e-04,4.458,0.220,890.026,0.220,890.026,0.235,950.867,0.026,0.032,0.014,0.020,0.006,24,0.006,24,1.913e-04,806,0.032,128,7.498e-05,1.801e-04,1.674e-05,0,0.810,13214798,0.810,13214798,0.907,15426807808.000,0.004,34,0.004,34,1.913e-04,806,0.032,128,
410,410,0,0,0,0,7.956e-06,129.698,7.956e-06,129.698,1.948e-04,1587.506,6.989e-06,0.008,0,0.007,0.001,0,0.001,0,2.549e-06,0,3.631e-04,2.567e-04,0,0,8,8,7,0.052,0.028,0,0,0,0,0.512,2.368e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,0.001,6,0.001,6,6.504e-05,274,0.026,105,0.006,24.902,0.006,24.902,0.276,1115.172,2.697e-04,3.404,0.190,768.590,0.190,768.590,0.276,1115.171,0.015,0.019,0.005,0.007,0.002,9,0.002,9,6.504e-05,274,0.026,105,7.282e-05,6.150e-05,5.007e-05,4.685e-05,0.785,12793680,0.785,12793680,0.907,15426809856.000,0.002,15,0.002,15,6.504e-05,274,0.026,105,
411,411,0,0,0,0,0,3,0,3,2.419e-06,19.715,0,8.557e-04,0,1.196e-04,2.478e-04,0,2.478e-04,0,2.549e-06,0,9.647e-05,6.821e-05,0,0,3,3,8,0.167,0.472,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,4.953e-04,2,4.953e-04,2,0,5,0.001,5,0.004,14.486,0.004,14.486,0.218,878.927,6.703e-05,0.846,4.540e-04,1.833,4.540e-04,1.833,0.218,878.926,0.005,0.006,8.504e-05,1.196e-04,2.476e-04,1,2.476e-04,1,0,5,0.001,5,8.521e-05,1.319e-06,5.791e-06,3.188e-05,7.428e-04,12111,7.428e-04,12111,0.907,15426806784.000,3.715e-04,3,3.715e-04,3,0,5,0.001,5,
412,412,0,0,0,0,3.504e-04,5712.747,3.504e-04,5712.747,1.045e-04,851.847,5.934e-05,0.070,0,0.051,0.001,0,0.001,0,2.549e-06,0,0.003,0.002,3.796e-06,2.684e-06,6,6,7,0.046,0.015,1.005e-05,7.107e-06,0,0,0.536,2.477e-04,0.993,2.476e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.006,25,0.006,25,5.004e-04,2108,0.046,187,0.011,44.319,0.011,44.319,0.257,1036.989,4.038e-04,5.097,0.267,1079.633,0.267,1079.633,0.257,1036.988,0.064,0.081,0.036,0.051,0.018,74,0.018,74,5.004e-04,2108,0.046,187,9.891e-05,4.689e-04,3.342e-04,3.268e-06,0.810,13212592,0.810,13212592,0.907,15426808832.000,0.012,99,0.012,99,5.004e-04,2108,0.046,187,
413,413,0,0,0,0,2.013e-06,32.817,2.013e-06,32.817,3.616e-05,294.734,7.825e-06,0.009,0,0.005,0.001,0,0.001,0,2.549e-06,0,3.653e-04,2.583e-04,0,0,7,7,7,0.053,0.109,0,0,0,0,0.513,2.374e-04,0.993,2.475e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.002,7,0.002,7,5.222e-05,220,0.020,80,0.007,28.736,0.007,28.736,0.257,1037.956,2.802e-04,3.538,0.193,781.212,0.193,781.212,0.257,1037.955,0.018,0.023,0.004,0.005,0.002,10,0.002,10,5.222e-05,220,0.020,80,6.520e-05,4.871e-05,1.118e-05,1.083e-05,0.797,12995467,0.797,12995467,0.907,15426808832.000,0.002,17,0.002,17,5.222e-05,220,0.020,80,
415,415,0,0,0,0,6.594e-05,1074.915,6.594e-05,1074.915,1.122e-04,914.564,1.262e-05,0.015,0,0.011,0.001,0,0.001,0,2.549e-06,0,5.067e-04,3.583e-04,0,0,7,7,7,0.039,0.017,1.158e-05,8.188e-06,0,0,0.517,2.391e-04,0.993,2.475e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.002,10,0.002,10,1.113e-04,469,0.034,137,0.009,34.986,0.009,34.986,0.263,1060.941,3.231e-04,4.079,0.216,873.845,0.216,873.845,0.263,1060.940,0.026,0.032,0.008,0.011,0.004,16,0.004,16,1.113e-04,469,0.034,137,8.145e-05,1.048e-04,2.394e-04,1.577e-05,0.797,12988475,0.797,12988475,0.907,15426808832.000,0.003,26,0.003,26,1.113e-04,469,0.034,137,
416,416,0,0,0,0,1.563e-05,254.840,1.563e-05,254.840,3.278e-05,267.154,1.332e-05,0.016,0,0.013,0.001,0,0.001,0,2.549e-06,0,7.239e-04,5.119e-04,0,0,7,7,7,0.035,0.015,6.255e-06,4.423e-06,0,0,0.511,2.363e-04,0.993,2.475e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.001,5,0.001,5,1.272e-04,536,0.037,148,0.008,32.886,0.008,32.886,0.258,1041.206,3.231e-04,4.079,0.241,971.486,0.241,971.486,0.258,1041.205,0.013,0.016,0.009,0.013,0.004,16,0.004,16,1.272e-04,536,0.037,148,6.329e-05,1.200e-04,7.028e-05,4.031e-06,0.802,13082263,0.802,13082263,0.907,15426808832.000,0.003,21,0.003,21,1.272e-04,536,0.037,148,
417,417,0,0,0,0,1.832e-05,298.571,1.832e-05,298.571,3.336e-05,271.868,3.571e-05,0.042,0,0.041,0.001,0,0.001,0,2.549e-06,0,0.002,0.001,2.710e-06,1.916e-06,7,7,7,0.016,0.003,9.002e-06,6.365e-06,0,0,0.527,2.437e-04,0.993,2.476e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.004,18,0.004,18,4.016e-04,1692,0.038,153,0.010,41.819,0.010,41.819,0.257,1038.772,3.856e-04,4.868,0.243,979.536,0.243,979.536,0.257,1038.771,0.047,0.059,0.029,0.041,0.011,44,0.011,44,4.016e-04,1692,0.038,153,8.312e-05,3.795e-04,2.789e-05,1.299e-06,0.797,12989471,0.797,12989471,0.907,15426808832.000,0.008,62,0.008,62,4.016e-04,1692,0.038,153,
